Food_ID,Food_Name,Packaging_ID,Packaging_Material,Material_Category,Structure_Type,Deterministic_Compatibility_Class,Deterministic_Score,Evidence_Coverage_Ratio,Requirement_Match_Score,Requirement_Dimensions_Scored,Requirement_Candidate_Score,MAP_Request,MAP_Request_Flag,Requirement_Reasons,Eligible,Rank
VEG_015,Beans / Green Beans,PM036,PE/PA/EVOH/PE laminate,Multilayer laminate/structure,Multilayer,Low_Compatibility,0.0,0.6666666666666666,,0,16.6667,,,,True,39
VEG_015,Beans / Green Beans,PM015,EVOH,Polymer film,Single polymer/coating,Insufficient_Evidence,,0.0,,0,,,,Excluded from recommendation pool because deterministic evidence is insufficient,False,40
MEAT_005,Beef,PM002,LLDPE,Polymer film,Single polymer/coating,Conditionally_Compatible,72.22,0.4444444444444445,,0,75.1117,,,,True,1
MEAT_005,Beef,PM003,MDPE,Polymer film,Single polymer/coating,Conditionally_Compatible,72.22,0.4444444444444445,,0,75.1117,,,,True,2
MEAT_005,Beef,PM006,CPP,Polymer film,Single polymer/coating,Conditionally_Compatible,72.22,0.4444444444444445,,0,75.1117,,,,True,3
MEAT_005,Beef,PM031,PET/PE laminate,Multilayer laminate/structure,Multilayer,Conditionally_Compatible,72.22,0.4444444444444445,,0,75.1117,,,,True,4
MEAT_005,Beef,PM032,PA/PE laminate,Multilayer laminate/structure,Multilayer,Conditionally_Compatible,72.22,0.4444444444444445,,0,75.1117,,,,True,5
MEAT_005,Beef,PM033,PET/CPP laminate,Multilayer laminate/structure,Multilayer,Conditionally_Compatible,72.22,0.4444444444444445,,0,75.1117,,,,True,6
MEAT_005,Beef,PM037,BOPP/CPP laminate,Multilayer laminate/structure,Multilayer,Conditionally_Compatible,72.22,0.4444444444444445,,0,75.1117,,,,True,7
MEAT_005,Beef,PM039,Micro-perforated PP film,Fresh-produce breathable film,Perforated film,Conditionally_Compatible,72.22,0.4444444444444445,,0,75.1117,,,,True,8
MEAT_005,Beef,PM001,LDPE,Polymer film,Single polymer/coating,Conditionally_Compatible,63.19,0.4444444444444445,,0,67.5262,,,,True,9
MEAT_005,Beef,PM004,HDPE,Polymer film,Single polymer/coating,Conditionally_Compatible,63.19,0.4444444444444445,,0,67.5262,,,,True,10
